음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,id
뷰스트,제주특별자치도 서귀포시 안덕면 형제해안로 30,0507-1356-9272,"데이트, 간식","경관/야경이좋은, 오션뷰, 점심식사, 바다가보이는, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=CbJawQWAhepD,"{'lat': '33.2277795897998', 'lng': '126.303480599611'}",33.22777959,126.3034806,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/383bacdd-33c5-4d96-8fe9-a1930142e5f8.jpg,True,False,True,False,False,False,False,True,True,"#사계해안카페 #커피 #디저트
#베이커리 #제주카페 #음식 #라떼 #밤라떼 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #플랫화이트 #콜드브루 #아인슈페너 #레몬티 #차 #에이드 #스파클링 #초코라떼 #말차라떼 #빵 #케이크 #크로아상 #마들렌 #에그타르트 #모히또 #허브티 #루이보스 #페퍼민트 #카모마일 #얼그레이",90.3,217
한라전복,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,064-782-5190,"다코숨은맛집, 가족외식, 식사모임","서민적인, 얼큰, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=byPxgDC74Xje,"{'lat': '33.4775159621215', 'lng': '126.909136942196'}",33.47751596,126.9091369,11:00,19:00,11:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/b716a66d-460a-463e-9352-2465ea35a45f.jpg,True,True,False,False,False,False,False,False,False,"#성산 #카페 #쿠키
#빵 #케이크 #브런치 #약과쿠키",90.7,218
브릭스제주,제주특별자치도 제주시 구좌읍 김녕로2길 6,0507-1408-0219,"혼카페, 간식","캐주얼한, 예쁜, 정원, 반려동물동반, 주차, 배달",https://www.diningcode.com/profile.php?rid=hBtFWiw05Dvd,"{'lat': '33.5546162747622', 'lng': '126.742915868886'}",33.55461627,126.7429159,12:00,18:00,12:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4ed63677-4f66-43c2-bab3-514b010bcd49.jpg,True,False,True,False,False,False,True,False,True,"#카페 #레고 #레코카페
#음료 #커피 #음식 #아메리카노 #에스프레소 #카푸치노 #카페라떼 #바닐라라떼 #헤이즐넛라떼 #카라멜라떼 #모카라떼 #아포가토 #라떼 #에이드 #유자에이드 #미숫가루 #초코라떼 #차 #유자차 #청귤차 #생강차 #샌드위치 #쿠키 #브라우니 #아이스크림 #바닐라아이스크림 #국물떡볶이 #토스트",71.2,219
램스키친,제주특별자치도 제주시 국기로 35,064-742-4468,데이트,"예약, 깔끔한, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=YCdrSAdRYEXc,"{'lat': '33.4788229879424', 'lng': '126.490307171621'}",33.47882299,126.4903072,08:00,23:00,08:00,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c232322f-a5af-44e5-9576-8094c1e749c1.jpg,True,False,False,True,False,False,False,False,False,"#빵 #커피 #음료
#음식 #디저트 #아메리카노 #카페라떼 #카페모카 #생크림케익 #수제요거트 #요거트스무디 #딸기요거트스무디 #블루베리요거트스무디 #망고요거트스무디 #주스 #에이드 #레몬에이드 #자몽에이드 #차 #밀크티 #아이스티 #말차라떼 #초코라떼 #스무디 #팥빙수 #망고빙수 #라떼 #팥라떼 #유자차 #레몬차 #에스프레소 #카푸치노 #모카라떼 #카라멜라떼 #바닐라빈라떼 #돌체라떼 #아인슈페너 #자몽차 #매실차 #얼그레이 #캐모마일",66.0,220
블랙이쉬레드,제주특별자치도 제주시 애월읍 하소로 769-10,1533-3251,"차모임, 데이트","고급스러운, 예쁜, 정원, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=31swJ3dnH6Kv,"{'lat': '33.4160468362549', 'lng': '126.398552697244'}",33.41604684,126.3985527,10:00,18:00,10:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/ce76e451-cd05-447d-be99-5685a8b01ddd.jpg,True,False,True,False,False,False,True,False,True,"#밀크티 #아메리카노 #카페라떼
#홍차 #아이스티 #쿠키 #마들렌 #바닐라라떼 #헤이즐넛라떼 #카페모카 #카라멜마끼아또 #초코라떼 #레몬에이드 #자몽에이드 #음식 #카페",65.4,221
블루메베이글,제주특별자치도 제주시 가령로4길 3,0507-1445-3444,"혼밥, 간식","캐주얼한, 깔끔한, 아침식사, 점심식사, 반려동물동반, 매장식사, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=YeqdofV8SEBz,"{'lat': '33.4967135854192', 'lng': '126.533099185111'}",33.49671359,126.5330992,9:00,18:00,9:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202107/16/0898b83d-123e-4125-8c14-2e016153f0af.jpg,True,False,True,True,False,False,True,False,False,"#휴식/힐링 #카페 #음식
#베이글 #크림치즈 #식당 #아메리카노 #카페라떼 #바닐라라떼 #말차라떼 #딸기라떼 #라떼 #캐모마일 #페퍼민트 #블랙티 #차 #에이드 #레몬에이드 #자몽에이드 #청포도에이드 #복숭아에이드 #플레인베이글 #치즈베이글 #샌드위치 #햄치즈샌드위치 #새우샌드위치 #수프류 #양송이크림스프",78.5,222
비브레이브혁신도시점,제주특별자치도 서귀포시 서호중앙로 85-13,0507-1330-9112,"차모임, 데이트","캐주얼한, 예쁜, 테이크아웃, 로스터리, 주차",https://www.diningcode.com/profile.php?rid=xKjeulQPC0WG,"{'lat': '33.2549290929719', 'lng': '126.518175319301'}",33.25492909,126.5181753,8:00,21:00,8:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/96b52efb-ac72-445a-8d9d-566a6893b4d5.jpg,True,False,False,False,False,False,True,False,False,"#서귀포카페 #커피 #핸드드립
#아메리카노 #원두 #드립백 #음식 #카페 #에스프레소 #플랫화이트 #카페라떼 #바닐라빈라떼 #콜드브루 #콜드브루라떼 #라떼 #차 #말차라떼 #밀크티 #아이스초코 #핫초코 #아포가토 #아이스크림 #녹차아이스크림 #쿠키 #케이크",60.5,223
비스마일,제주특별자치도 제주시 애월읍 하소로 358,064-803-0078,혼커,"예쁜, 예약, 테이크아웃, 정원",https://www.diningcode.com/profile.php?rid=9bxG41UWNOJV,"{'lat': '33.4508538156126', 'lng': '126.390764549535'}",33.45085382,126.3907645,10:00,17:00,10:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/07/80528781-e45e-4541-a49e-7971f69168a4.jpg,False,False,False,False,False,False,False,False,True,#애월 #카페 #크로플,65.5,224
비양놀,제주특별자치도 제주시 한림읍 한림해안로 311,0507-1328-4962,"차모임, 데이트","예쁜, 오션뷰, 점심식사, 정원, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=ntI6ijBIIPpN,"{'lat': '33.4289809756378', 'lng': '126.263507995971'}",33.42898098,126.263508,11:00,19:00,11:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/a79c29b9-4110-470c-92e3-614def44b811.jpg,True,False,False,False,False,False,False,True,True,"#한림 #카페 #바닐라빈라떼
#스콘 #당근주스 #비엔나커피",86.5,225
비올레,제주특별자치도 제주시 한림읍 한림로 510,064-796-6794,간식,"깨끗, 예쁜, 점심식사, 저녁식사, 유아의자",https://www.diningcode.com/profile.php?rid=IBB6n6ihBQDG,"{'lat': '33.4042730494257', 'lng': '126.253501644987'}",33.40427305,126.2535016,11:30,21:00,11:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c641f67e-daea-4523-b122-86020df05f7d.jpg,False,False,False,True,False,False,False,False,False,"#커피 #돈가스 #파스타
#양식 #음식 #수제돈까스 #돈까스 #치즈돈까스 #덮밥 #새우로제파스타 #모짜렐라치즈돈까스 #크림파스타 #낙지덮밥",66.0,226
빠빠라기,제주특별자치도 제주시 신광로 45,064-753-2888,"제주도민맛집, 간식","현지인, 푸짐한",https://www.diningcode.com/profile.php?rid=N2YHCbgQSQFB,"{'lat': '33.4880113171089', 'lng': '126.490289398649'}",33.48801132,126.4902894,16:00,22:00,16:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/55806df8-6b86-4fa4-8b7f-5a983bea1196.jpg,False,False,False,False,True,False,False,False,False,"#카페 #빙수 #얼음빙수
#음식 #팥빙수 #딸기아이스크림빙수 #망고빙수 #눈꽃빙수 #눈꽃우유빙수 #요거트빙수 #과일빙수 #아이스크림 #녹차팥빙수",66.0,227
빵귿,제주특별자치도 제주시 구남동6길 45-1,064-757-0392,간식,"깔끔한, 예약, 점심식사, 테이크아웃, 무료주차",https://www.diningcode.com/profile.php?rid=K9Xl6uo3Nshz,"{'lat': '33.4870983531381', 'lng': '126.535136421773'}",33.48709835,126.5351364,10:30,19:00,10:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/29/40791404-2c25-4fd4-85e6-899f09090546.jpg,True,False,False,True,False,False,False,False,False,"#구제주 #식빵 #프레즐
#빵집 #음식 #식당 #빵 #베이커리 #크로아상 #사과파이 #샌드위치 #크로와상샌드위치 #바게트 #깜파뉴 #마늘바게트",86.7,228
사일리커피,제주특별자치도 서귀포시 대정읍 최남단해안로 412,0507-1369-3382,"차모임, 혼카페","경관/야경이좋은, 오션뷰, 야외테라스, 바다가보이는, 무료주차, 발렛파킹",https://www.diningcode.com/profile.php?rid=6d8Rexn8blQT,"{'lat': '33.1999595198696', 'lng': '126.275885879567'}",33.19995952,126.2758859,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/b4bb1218-3e2b-45d3-8ad6-6f5c4e72e06a.jpg,True,False,False,False,False,False,False,True,True,"#대정 #모슬포 #미숫가루
#커피 #허브차",71.9,229
산노루,제주특별자치도 제주시 한경면 낙원로 32,070-8801-0228,"차모임, 혼카페","조용한, 숲속, 테이크아웃, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=sGuTxtWBCZhf,"{'lat': '33.3300386762771', 'lng': '126.213302384249'}",33.33003868,126.2133024,10:00,19:00,10:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/07/446af8e8-c11c-4f6f-ba70-5f33f96cc475.jpg,True,False,True,False,False,True,False,False,False,"#한경면 #조수리 #녹차
#말차 #말차라떼 #플랫화이트 #호지차",94.4,230
새물,제주특별자치도 제주시 애월읍 애월해안로 620,0507-1359-4305,"차모임, 혼카페","경관/야경이좋은, 오션뷰, 테라스, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=181ficjpBQ5b,"{'lat': '33.4785829180457', 'lng': '126.369705214229'}",33.47858292,126.3697052,10:00,20:00,10:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/e635642d-c0f1-4fc3-8eca-9b2985a7a403.jpg,True,False,False,False,False,False,False,True,True,"#애월 #오메기떡 #크로플
#커피 #라떼 #흑임자크림 #자몽에이드 #오렌지에이드",66.4,231
서홍정원,제주 서귀포시 솜반천로55번길 12-8,064-762-5858,"데이트, 혼밥","예쁜, 조용한, 테라스, 정원, 주차, 배달",https://www.diningcode.com/profile.php?rid=76zjPWm8cUJn,"{'lat': '33.2525878046595', 'lng': '126.554413726655'}",33.2525878,126.5544137,11:00,20:00,11:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/201807/12/b8e0d5e1-20f4-45f4-866a-29d5f60385cd.JPG,True,False,False,False,False,True,False,False,True,"#카페 #커피 #디저트
#음식 #에이드 #팥빙수 #아메리카노 #에스프레소 #바닐라라떼 #카페라떼 #밀크티 #핸드드립커피 #수제맥주 #미숫가루 #카푸치노 #카라멜라떼 #모카라떼 #라떼 #비엔나커피 #얼그레이밀크티 #초코라떼 #말차라떼 #스파클링 #레몬에이드 #차 #루이보스 #더치커피",63.5,232
섬나라오메기,제주특별자치도 제주시 용해로 6,064-724-4455,간식,"주차, 배달",https://www.diningcode.com/profile.php?rid=03FfwTy3a7O4,"{'lat': '33.516721753137', 'lng': '126.502065836615'}",33.51672175,126.5020658,7:00,18:30,7:00,18:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/23/8593ac6d-c7c2-409d-9ca1-2ed93102106c.jpg,True,False,False,False,False,False,False,False,False,"#제주시내 #용담 #오메기떡
#감귤오메기떡 #흑임자오쟁이떡 #밥알찰떡",66.0,233
섬타르,제주특별자치도 제주시 다랑곶1길 9,064-744-4467,"간식, 데이트","예쁜, 깔끔한, 테이크아웃, 반려동물동반, 주차, 배달",https://www.diningcode.com/profile.php?rid=Wih9twGbkUKA,"{'lat': '33.487574247453', 'lng': '126.478206392066'}",33.48757425,126.4782064,9:30,22:30,9:30,22:30,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/d6a47a6e-cc73-4015-ac8b-d841c2e690bd.jpg,True,False,True,True,False,False,False,False,False,"#노형 #드림타워 #타르트
#음식 #카페 #팥라떼 #요거트스무디 #크림라떼 #티라미수 #라떼 #아메리카노 #에스프레소 #카페라떼 #카푸치노 #모카라떼 #카라멜라떼 #바닐라빈라떼 #아인슈페너 #말차라떼 #초코라떼 #아이스티 #돌체라뗴 #차 #유자차 #얼그레이 #카모마일 #자몽티 #레몬티 #에이드 #레몬에이드 #자몽에이드 #요거트 #스무디 #블루베리요거트 #딸기요거트 #망고요거트 #딸기주스 #망고주스 #블루베리주스 #주스 #에그타르트 #블루베리타르트 #디저트",76.9,234
플라이오조,제주특별자치도 서귀포시 성산읍 오조로85번길 44,0507-1382-2454,"혼카페, 데이트","예쁜, 빈티지, 넓은마당, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=gI8FtQpNEGAD,"{'lat': '33.4610087845092', 'lng': '126.910890856014'}",33.46100878,126.9108909,10:30,19:00,10:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/07/811828cb-b82e-467e-9ff0-948235b51177.png,True,False,True,False,False,False,False,False,False,"#치즈케이크 #팥빙수 #토스트
#음식 #카페",63.2,235
성산해나,제주특별자치도 서귀포시 성산읍 성산중앙로 30-1,0507-1331-2820,"차모임, 혼카페","예쁜, 조용한, 무료주차",https://www.diningcode.com/profile.php?rid=Yelg00cRCUJm,"{'lat': '33.4625235857138', 'lng': '126.93294806973'}",33.46252359,126.9329481,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/b87a60ff-0087-42f9-b3f0-25f998bdf8ad.jpg,True,False,False,False,False,True,False,False,False,"#성산 #디저트 #애플파이
#르뱅쿠키 #에그타르트 #수제청에이드",68.2,236
세컨드밀,제주특별자치도 제주시 남성로4길 3,0507-1365-2228,"혼카페, 데이트","캐주얼한, 깔끔한, 아침식사, 점심식사, 테이크아웃, 바다가보이는, 배달",https://www.diningcode.com/profile.php?rid=SnkmyZjpgMNL,"{'lat': '33.5022069669873', 'lng': '126.513617672282'}",33.50220697,126.5136177,9:30,20:00,9:30,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/201903/08/fff3c774-191b-4701-af18-e0ff22f0c266.JPG,False,False,False,True,False,False,True,True,False,"#카페 #대니쉬빵 #유기농
#디저트 #음식 #빵 #샌드위치 #에스프레소 #아메리카노 #카푸치노 #카페라떼 #바닐라빈라떼 #라떼 #차 #유자차 #레몬차 #에이드 #레몬에이드 #유자에이드 #밀크티 #홍차 #허브티 #얼그레이 #페퍼민트 #루이보스 #캐모마일 #스무디 #망고스무디 #블루베리스무디 #딸기스무디 #팥빙수",64.3,237
소보리당로222,제주특별자치도 서귀포시 소보리당로 222,0507-1308-7896,"데이트, 차모임","예쁜, 아늑한, 무료주차",https://www.diningcode.com/profile.php?rid=6HvXNGstZc2q,"{'lat': '33.2629309687007', 'lng': '126.383306796962'}",33.26293097,126.3833068,12:00,18:00,12:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/08/525b54d5-65c9-4856-a77d-a42500fad1e1.jpg,True,False,False,False,False,False,False,False,False,"#서귀포 #상예동 #커피
#아인슈페너 #약과 #매실에이드 #티라미수 #팥인절미티라미수",77.6,238
소색채본,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-61,0507-1356-1686,"혼카페, 데이트코스","경관/야경이좋은, 뷰맛집, 점심식사, 야외테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=Fj3BgulCSnb4,"{'lat': '33.2351178178847', 'lng': '126.313645335479'}",33.23511782,126.3136453,9:00,18:00,9:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/27/5e6bb015-1977-4e08-b062-fd9d77bf81d1.jpg,True,False,False,False,False,False,False,False,True,"#서귀포 #안덕면 #사계리
#보리개역 #크루아상 #무스케이크 #소금빵 #주스 #에이드",84.3,239
soin,제주특별자치도 제주시 원노형8길 21,0507-1332-5023,"혼카페, 데이트","예쁜, 분위기좋은, 테라스, 반려동물동반, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=rCFdhgOjOYQj,"{'lat': '33.4842132232401', 'lng': '126.48437184895'}",33.48421322,126.4843718,11:00,22:00,11:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/0b705a10-4869-411d-a80b-1b51d946e9c5.jpg,True,False,True,False,False,False,True,False,True,"#제주시내 #노형동 #디저트카페
#파블로바 #애플샷라떼 #감귤주스 #스모어쿠키 #파운드케이크 #스콘",74.0,240
솔트스톤,제주특별자치도 제주시 연삼로 495,064-757-3338,"단체모임, 모임","넓은공간, 여유로운, 테라스, 배달",https://www.diningcode.com/profile.php?rid=DVsemWBN1fna,"{'lat': '33.5003778989574', 'lng': '126.542517293883'}",33.5003779,126.5425173,9:00,0:00,9:00,0:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/07/c709d781-4a7e-487a-a80e-90afad911a0c.jpg,False,False,False,False,False,False,True,False,True,"#이도동 #카페 #소금커피
#음식 #라떼 #크림라떼 #티라미수 #아메리카노 #카페라떼 #카푸치노 #바닐라라떼 #콜드브루 #콜드브루라떼 #딸기라떼 #녹차라떼 #밀크티 #고구마라떼 #초코라떼 #유자에이드 #레몬에이드 #자몽에이드 #에이드 #차 #녹차 #카모마일 #페퍼민트 #얼그레이 #루이보스 #레몬생강차 #레몬차 #자몽차 #블루베리스무디 #블루베리요거트스무디 #요거트스무디 #애플망고스무디 #요거트 #스무디 #치즈케이크 #브라우니 #케이크 #크로아상 #에그타르트 #빵",64.0,241
